product_uid,name,value
100090.0,ENERGY STAR Certified,No
100090.0,Filter light reminder,No
100090.0,Filter Type,Washable
100090.0,Heater included,No
100090.0,MFG Brand Name,LG Electronics
100090.0,Number of cool settings,2
100090.0,Number of Fan Speeds,2
100090.0,Product Depth (in.),14.38
100090.0,Product Height (in.),11.13 in
100090.0,Product Weight (lb.),39
100090.0,Product Width (in.),17.31
100090.0,Remote Control,No
100090.0,Sleep setting,No
100090.0,Timer,No
100090.0,Voltage (volts),115
100090.0,Window opening maximum width (in.),35
100090.0,Window opening minimum height (in.),12
100090.0,Window opening minimum width (in.),21
100091.0,Adjustable Speed,No
100091.0,Amperage (amps),4.8
100091.0,Bullet01,Pumps up to 950 GPH at 0 ft. of lift
100091.0,Bullet02,"Oil-filled, thermally protected motor helps prevents overheating"
100091.0,Bullet03,"Ideal for draining flooded basements, emptying water-filled boats and removing water from sinks, tubs and flat roofs"
100091.0,Bullet04,Top center 3/4 in. discharge provides balanced installation
100091.0,Bullet05,3/4 in. discharge adapter connects to standard garden hose
100091.0,Bullet06,Bottom suction design removes water down to within 1/8 in. of surface
100091.0,Bullet07,Easy-access handle for portability
100091.0,Bullet08,UL listed
100091.0,Certifications and Listings,"1-UL Listed,SSPMA Certified"
100091.0,Cord Length (ft.),8
100091.0,Corrosion Resistant,Yes
100091.0,Discharge Flow @ 0 ft. (gallons/hour),950
100091.0,Discharge Flow @ 10 ft. (gallons/hour),790
100091.0,Float Switch,No
100091.0,Hardware Included,No
100091.0,Head Pressure (ft.),25
100091.0,Horsepower (hp),1/6 hp
100091.0,Housing Material,Thermoplastic
100091.0,Inlet Connection,Plain end
100091.0,Maximum Discharge Flow (gallons/hour),950
100091.0,Maximum Pumping Height (ft.),25
100091.0,Maximum Working Temperature (F),120
100091.0,MFG Brand Name,Wayne
100091.0,Minimum working temperature (F),40
100091.0,Outlet Connection,Threaded male
100091.0,Pool Cover Pump,No
100091.0,Power Type,Electric
100091.0,Power Type Required,AC
100091.0,Product Depth (in.),7
100091.0,Product Height (in.),9
100091.0,Product Weight (lb.),8
100091.0,Product Width (in.),7 in
100091.0,Pump Switch Type,Switchless
100091.0,Run-Dry Capable,No
100091.0,Self-Priming,Yes
100091.0,Submersible,Yes
100091.0,Voltage (volts),115
100091.0,Waterfall Pump,No
100092.0,Application Method,Roller
100092.0,Bullet01,Superior coverage
100092.0,Bullet02,Long lasting protection
100092.0,Bullet03,Conceals hairline cracks
100092.0,Bullet04,Outlasts typical deck stains
100092.0,Bullet05,Barefoot friendly
100092.0,Bullet06,For horizontal and vertical surfaces
100092.0,Bullet07,"Covers 80 sq. ft., two coats required"
100092.0,Bullet18,"Online Price includes Paint Care fee in the following states: CA, CO, CT, MN, OR, RI, VT"
100092.0,Color Family,Clear
100092.0,Container Size,1 GA-Gallon
100092.0,Coverage Area (sq. ft.),80
100092.0,Dries clear,No
100092.0,Dry to the touch (hours),2
100092.0,Interior/Exterior,Exterior
100092.0,MFG Brand Name,Rust-Oleum Restore
100092.0,Mildew Resistant,Yes
100092.0,Number of coats recommended,2
100092.0,Paint Product Type,Water-Based
100092.0,Patching & Repair Product Type,Restoration Coating
100092.0,Product Size (oz.),640
100092.0,Product Style,Cottage
100092.0,Time before recoating (hours),3
100092.0,Transparency,Solid
100092.0,UV Protection,Yes
100093.0,Batteries Included,No
100093.0,Battery Amp Hours,0
100093.0,Battery Power Type,Lithium Ion
100093.0,Battery Size,Lithium Ion
100093.0,Bullet01,Includes 2707-20 right angle drill and chuck key
100093.0,Bullet02,POWERSTATE Brushless Motor provides constant power under heavy load to complete holes faster than corded drills
100093.0,Bullet03,REDLINK PLUS Intelligence ensures optimal performance and overload protection to prevent damage to tool or battery during heavy applications
100093.0,Bullet04,All-metal keyed chuck offers maximum durability and bit retention
100093.0,Bullet05,Onboard chuck key holder for added convenience
100093.0,Bullet06,"Compatible chargers: M18/M12 multi-voltage (48-59-1812), M18 AC/DC (2710-20)"
100093.0,Bullet07,"Compatible batteries: compact 1.5 Ah (48-11-1815), compact 2 Ah (48-11-1820), extra capacity 3 Ah (48-11-1828), extended capacity 4 Ah (48-11-1840)"
100093.0,Bullet08,5-year warranty on tool
100093.0,Certifications and Listings,"1-UL Listed,CSA Listed,ETL Listed"
100093.0,Charger Included,No
100093.0,Chuck Size,1/2 In.
100093.0,Chuck Type,Keyed
100093.0,Color Family,Red
100093.0,Cordless Tool Type,Right Angle Drill
100093.0,Cordless/Corded,Cordless
100093.0,Maximum Speed (rpm),1200
100093.0,MFG Brand Name,Milwaukee
100093.0,Number of Batteries Included,0
100093.0,Power Tool Product Type,Cordless
100093.0,Product Depth (in.),7.95
100093.0,Product Height (in.),4.21
100093.0,Product Weight (lb.),7.4
100093.0,Product Width (in.),15.86
100093.0,Reconditioned,No
100093.0,Tools Product Type,Power Tool
100093.0,Variable Speed,Yes
100093.0,Voltage (volts),18
100094.0,Assembled Depth (in.),55.4 in
100094.0,Assembled Height (in.),44.5 in
100094.0,Assembled Width (in.),29.9 in
100094.0,Assembly Required,Yes
100094.0,Auger diameter (in.),14
100094.0,Bullet01,254 cc Ariens AX engine offers powerful snow-clearing action
100094.0,Bullet02,"The new auto-turn steering offers maximum control, precise turning and smooth operation all with no levers or triggers"
100094.0,Bullet03,28 in. clearance width and 21 in. intake height make quick work of clearing driveways and patios in minimal passes
100094.0,Bullet04,6 Forward speeds and 2 reverse speeds let you adjust snow throwing to accommodate different conditions
100094.0,Bullet05,14 in. serrated auger handles compacted snow and ice and aggressively pulls it into the blower housing
100094.0,Bullet06,14 in. 3-blade impeller provides the driving force necessary to powerfully discharge the snow
100094.0,Bullet07,Heavy-duty cast iron gear case with alloy steel gears and L-3 synthetic severe-duty gear oil provides continuous reliability and a longer gear life with a 5-year warranty
100094.0,Bullet08,Dual-handle interlock system conveniently frees one hand to allow chute and speed adjustments while maintaining operator safety
100094.0,Bullet09,"Exclusive dual belt auger drive system propels snow up and out of the chute powerfully and continually, providing sustained power and longer belt life with minimal to no maintenance or adjustments"
100094.0,Bullet10,"205-degree, 2.5x ice drill chute with a remote deflector accurately discharges snow up to 50 ft. for enhanced clearing"
100094.0,Bullet11,120-Volt electric push-button start provides a quick and easy start
100094.0,Bullet12,"Large, in-dash halogen headlight helps provide extended snow removal time and added safety"
100094.0,Bullet13,"Heavy-duty, reversible skid shoes adjust the height of the blower housing to help clear uneven surfaces"
100094.0,Bullet14,Rust-resistant exterior helps ensure long-term use
100094.0,Bullet15,Includes a 3 year limited consumer warranty
100094.0,Bullet16,"In most shipping areas, Ariens offers free white glove delivery service, Sno-Thro will be shipped to your local Ariens authorized servicing dealer, who will complete 100% assembly of unit and perform multi-point inspection prior to home delivery, multi-point inspection includes, operators manual confirmation, set tire pressure, check fluid levels, and file warranty registration information"
100094.0,Bullet17,"Disclaimer in qualifying area only - If an Ariens authorized dealer is not in your shipping area, the Sno-Thro will ship mostly assembled, directly to you via regular truck delivery, simple set-up instructions will be included with unit, to confirm White Glove Delivery availability prior to purchasing, call 888-927-4367 option #2"
100094.0,CA (CARB) Compliant,CARB Compliant
100094.0,Certifications and Listings,No Certifications or Listings
100094.0,Chute rotation turning radius (Deg),200
100094.0,Clearing Surface Type,Gravel/ Paved
100094.0,Clearing tool included,Yes
100094.0,Clearing Width (In.),28 in
100094.0,Drive System,Disc-O-Matic
100094.0,Engine Displacement (cc),254
100094.0,Engine Make,OEM Branded
100094.0,Engine torque (ft.-lb.),12.5
100094.0,Engine Type,OHV
100094.0,Fuel tank capacity (gallons),.725
100094.0,Ideal Snow Depth (In.),16
100094.0,Impeller diameter (in.),14
100094.0,Intake height (in.),21
100094.0,MFG Brand Name,Ariens
100094.0,Number of Forward Speeds,6
100094.0,Number of Reverse Speeds,2
100094.0,Oil capacity (oz.),32
100094.0,Product Depth (in.),55.4
100094.0,Product Height (in.),44.5
100094.0,Product Weight (lb.),224
100094.0,Product Width (in.),29.9
100094.0,Recommended Oil type,SAE 5W31
100094.0,Rust Resistant,Yes
100094.0,Snow Blower Features,"Headlight,Power Steering,Skid Shoes"
100094.0,Snow Blower Usage,Heavy
100094.0,Snow Equipment Product Type,Two Stage Gas Snow Blower
100094.0,Start Type,Electric
100094.0,Terrain,Flat with Obstacles
100094.0,Tire height (in.),16
100094.0,Tire width (in.),5
100094.0,Traction,Wheel Drive
100094.0,Type of Snow,"Heavy, Wet"
100095.0,Appliance Type,Gas Range
100095.0,Broiler Burner Rating (BTU),12
100095.0,Broiler Location,Oven
100095.0,Bullet01,"5.0 cu. ft. capacity allows you to cook multiple dishes at once, perfect for holiday gatherings and every day in between"
100095.0,Bullet02,5 burner range includes two extra-large power boil burners so you get twice the high heat cooking power
100095.0,Bullet03,Large oval center burner is ideal for griddle or odd size cookware
100095.0,Bullet04,Gas convection oven circulates heat for high quality results
100095.0,Bullet05,Built in storage drawer provides extra space to store your pots and pans when they are not in use
100095.0,Bullet06,Electronic keypads on the control panel make it easy to operate with just a touch
100095.0,Bullet07,Clean the oven the way you want it cleaned with the self-clean option
100095.0,Bullet08,"Large oven window provides better visibility of the oven interior, allowing you to monitor cooking progress without opening the door, keeping oven temperatures steady and undisturbed"
100095.0,Bullet09,A large continuous cooking surface gives you extra room for pots and pans of all sizes and lets cookware move easily from burner to burner
100095.0,Bullet10,Two oven racks can be configured in 6 different positions to accommodate a variety of baking needs
100095.0,Bullet11,Easily and safely clean grates in the dishwasher with these dishwasher safe grates
100095.0,Bullet12,Cook up to six grilled cheeses at once on the industry's largest integrated griddle
100095.0,Bullet13,Comes with a 1 year limited manufacturer's warranty
100095.0,Burner Grate Material,Cast Iron
100095.0,Burner No.1 BTU,15000
100095.0,Burner No.2 BTU,18000
100095.0,Burner No.3 BTU,9500
100095.0,Burner No.4 BTU,5000
100095.0,Burner No.5 BTU,8000
100095.0,Burner No.6 BTU,0
100095.0,Capacity of Oven (cu. ft.),5
100095.0,Certifications and Listings,No Certifications or Listings
100095.0,Cleaning Type,Self Cleaning
100095.0,Color of Cooktop,Gray
100095.0,Color/Finish,Stainless Steel/Gray
100095.0,Color/Finish Family,Stainless
100095.0,Control Type,Electronic
100095.0,Convection,Yes
100095.0,Convection Type,Fan
100095.0,Cooktop Features,"Built-In Timer,Continuous Grates,Digital Display,Dishwasher Safe Grates,Griddle,LP Convertible,Sealed Burners"
100095.0,Cooktop Surface Type,Deep Recessed
100095.0,Downdraft Exhaust,No
100095.0,Fuel Type,Gas
100095.0,Ignition Type,Electrical
100095.0,Included Items,Propane (LP) Conversion Kit
100095.0,Item Package UOM,Pieces
100095.0,MFG Brand Name,GE
100095.0,Number of Burners,5
100095.0,Oven Cleaning Options,Self-Cleaning
100095.0,Oven Features,"Broiler,Built-In Clock,Built-In Timer,Control Lockout,Convection Oven,Digital Display,Interior Light,LP Convertible,Lower Storage Drawer,Oven Window"
100095.0,Oven Racks,2
100095.0,Oven Settings,Sabbath Mode
100095.0,Product Depth (in.),29.5
100095.0,Product Height (in.),47.25
100095.0,Product Weight (lb.),205
100095.0,Product Width (in.),30
100095.0,Range Size,30 in.
100095.0,Range Type,Freestanding
100096.0,Application,Floor
100096.0,Bullet01,"Smooth, consistent preprimed surface is free from knots and is ready to finish"
100096.0,Bullet02,Can be painted with any high quality latex or oil based paint
100096.0,Bullet03,"A great foundation for any room, can be paired with any style of casing"
100096.0,Bullet04,A classic pattern that works with any style
100096.0,Bullet05,Installs with common woodworking tools
100096.0,Bullet06,For interior use only
100096.0,Color Family,White
100096.0,Flexible,No
100096.0,Interior/Exterior,Interior
100096.0,Kits,No
100096.0,Material,Medium Density Fiberboard (MDF)
100096.0,MFG Brand Name,Woodgrain Millwork
100096.0,Moisture Resistant,No
100096.0,Moulding Features,No Additional Features
100096.0,Moulding Type,Base
100096.0,Paintable/Stainable,Yes
100096.0,Pattern Number,623
100096.0,Prefinished,No
100096.0,Pro Pack,No
100096.0,Product Depth (in.),0.5
100096.0,Product Height (in.),96
100096.0,Product Length (in.),96
100096.0,Product Width (in.),3.25
100096.0,Rot Resistant,No
100096.0,Sell Pack Options,Single Item
100096.0,Termite Resistant,No
100096.0,Wood Veneer,No
100097.0,Assembled Depth (in.),76.00 in
100097.0,Assembled Height (in.),68.00 in
100097.0,Assembled Width (in.),39.00 in
100097.0,Assembly Required,Yes
100097.0,Bullet01,Rust-resistant aluminum exposed frame areas with steel frame under weave
100097.0,Bullet02,Weather-resistant fabric allowing you to simply slick water and moisture away
100097.0,Bullet03,Powder coated frame prevents scratching
100097.0,Bullet04,Dragon fruit colored fabric complements the mahogany hand woven frame
100097.0,Bullet05,All weather aluminum slat top table is rectangular shaped
100097.0,Bullet06,Quick and easy assembly using included hardware and tools
100097.0,Bullet07,Stationary armless dining chairs
100097.0,Bullet08,Weather resistant and durable to keep your fabric looking new
100097.0,Bullet09,Wash with mild soap and water and air dry
100097.0,Care Instructions,Wash with Mild Soap and Water and Air Dry
100097.0,Chair Depth (in.),25.8
100097.0,Chair Height (in.),39
100097.0,Chair Height Type,Standard Dining Height
100097.0,Chair Width (in.),23
100097.0,Collection Name,Woodbury
100097.0,Cushion Color Family,Red
100097.0,Cushion Color or Pattern,Dragonfruit
100097.0,Fill Material,Foam
100097.0,Frame Material,Aluminum
100097.0,Frame Primary Finish,Brown
100097.0,MFG Brand Name,Hampton Bay
100097.0,Outdoor Living Product Type,Patio Furniture Dining Set
100097.0,Patio Furniture Features,Armless
100097.0,Seat Height (in.),16.4
100097.0,Seating Capacity,6
100097.0,Set Includes,"Cushions,Dining Chair,Dining Table"
100097.0,Table Finish,Brown
100097.0,Table Height (in.),29
100097.0,Table Length (in.),76
100097.0,Table Primary Finish,Brown
100097.0,Table Shape,Rectangle
100097.0,Table Width (in.),39
100097.0,Tabletop Material,Other
100098.0,Bullet01,Clear plastic construction for durability
100098.0,Bullet02,200 lb. weight capacity makes it easy to move heavy potted plants
100098.0,Bullet03,1-1/2 in. lip helps prevent pot slippage and tipping
100098.0,Bullet04,For indoor and outdoor use
100098.0,Bullet05,"4 heavy-duty castors with steel stems provide support while protecting your carpets, rugs and floors"
100098.0,Bullet06,Built-in water reservoir catches excess water to protect your floors and carpets and keeps your plants out of the water
100098.0,Bullet07,Fully assembled and ready-to-use
100098.0,Bullet20,Note: product may vary by store
100098.0,Color Family,Blue
100098.0,Material,Plastic
100098.0,MFG Brand Name,Gardener's Blue Ribbon
100098.0,Product Height (in.),3.5
100098.0,Product Weight (lb.),1.6
100098.0,Weight Capacity (lb.),200
100099.0,Bullet01,3-in-1 functions: magnetic bit holder; adjustable depth stop screw setter; and screw guide
100099.0,Bullet02,Adjustable guide sleeve for driving screws to consistent repeatable depths
100099.0,Bullet03,"Guide sleeve prevents screw wobble or disengaging from the bit, magnetic screwdriver bit tip for fastener retention"
100099.0,Bullet04,Non-marking depth stop cap protects material surface
100099.0,Bullet05,"1/4 in. quick change compatible and impact hex shank, made in the USA"
100099.0,Color Family,Black
100099.0,Cordless/Corded,Both
100099.0,Material,Aluminum
100099.0,MFG Brand Name,Montana Brand
100099.0,Power Tool Accessory Type,Other Accessory
100099.0,Power Tool Product Type,Drill Attachment
100099.0,Product Depth (in.),.75
100099.0,Product Height (in.),9.25
100099.0,Product Weight (lb.),.16
100099.0,Product Width (in.),2.625
100099.0,Tools Product Type,Power Tool
100100.0,Attachable,Yes
100100.0,Bullet01,Easy sliding installation
100100.0,Bullet02,"Will not rust, rot, crack or become brittle"
100100.0,Bullet03,Creates straight runs or curves with ease
100100.0,Bullet04,Permanent and virtually maintenance free
100100.0,Bullet05,Made from recycled material
100100.0,Bullet06,Limited lifetime warranty against manufacturers defects
100100.0,Bullet07,"Applications include landscape beds, tree rings, walkways and pathways, brick or stone patio gardens, drip edges"
100100.0,Bullet08,Easy-to-install aluminum lawn edging and landscape border
100100.0,Color Family,Black
100100.0,Color/Finish,Black
100100.0,Hardware Included,Yes
100100.0,Landscape Supply Type,Non Concrete Edging
100100.0,Material,Aluminum
100100.0,MFG Brand Name,Dimex
100100.0,Package Quantity,1
100100.0,Product Depth (in.),0.125
100100.0,Product Height (in.),4
100100.0,Product Width (in.),288
100100.0,Width,.125 in
100101.0,Adhesion level,Medium to high
100101.0,Adhesive Product Type,Taping Accessory
100101.0,Bullet01,Recomended for high temperature applications
100101.0,Bullet02,"Smooth texture, tear-resistent backing"
100101.0,Bullet03,Clean removal from a variety of surfaces
100101.0,Bullet04,Lacquer resistance
100101.0,Bullet05,Not recommended for outdoor use
100101.0,Color,Beige/Tan
100101.0,Indoor/Outdoor,Indoor
100101.0,Maximum application temperature (F),325
100101.0,MFG Brand Name,Intertape Polymer Group
100101.0,Minimum application temperature (F),45
100101.0,Moisture Resistant,Yes
100101.0,Number of rolls included,6
100101.0,Paint Product Type,Masking Tape
100101.0,Product Depth (in.),5.46
100101.0,Product Height (in.),12
100101.0,Product Weight (oz.),4.98 oz
100101.0,Product Width (in.),24 in
100101.0,Recommended surfaces,"Hardwood floors,Multi-Surface,Woodwork"
100101.0,Removal time (days),3
100101.0,Roll length (ft.),5
100101.0,UV/sunlight resistant,No
100102.0,Assembled Depth (in.),.216 in
100102.0,Assembled Height (in.),1.5 in
100102.0,Assembled Width (in.),.216 in
100102.0,Bullet01,Provide secure metal-to-metal fastening without the need to pre-drill
100102.0,Bullet02,Engineered drill point and flute (pilot section) remove material efficiently and size a hole for threads
100102.0,Bullet03,Screws tap their own threads
100102.0,Bullet04,"For fastening thicker gauge (20 - 12-gauge) metal-to-metal in applications such as heating, ventilation and air conditioning"
100102.0,Bullet05,"Fasten electrical (attaching accessories to steel framing), as well as overhead steel doors, hinges and latches"
100102.0,Bullet06,Steel construction
100102.0,Bullet07,Zinc-plated
100102.0,Bullet08,No pre-drilling necessary
100102.0,Bullet09,Installs with a standard screw gun and a 5/16 in. hex-drive bit (not included)
100102.0,Coated,N
100102.0,Drive Style,External Hex
100102.0,Driver bit included,No
100102.0,Fastener Callout Size,#12 x 1-1/2 In.
100102.0,Fastener Head Style,Hex
100102.0,Fastener length (in.),1.5
100102.0,Fastener Plating,Zinc
100102.0,Fastener Thread Type,Standard
100102.0,Fastener Type,Self-Drilling Screw
100102.0,Fastener/Connector Material,Steel
100102.0,Finish,Zinc
100102.0,Finish Family,Metallic
100102.0,Head diameter (in.),.375
100102.0,Head Style,Flange Hex
100102.0,Indoor/Outdoor,Indoor/Outdoor
100102.0,Measurement Standard,SAE
100102.0,MFG Brand Name,Teks
100102.0,Package Quantity,80
100102.0,Primary Use,Metal to metal fastening
100102.0,Product Weight (lb.),.015
100102.0,Screw Length,1-1/2 in
100102.0,Self drilling,Yes
100102.0,Self tapping,Yes
100102.0,Size,#12
100102.0,Tamper Resistant,No
100103.0,Bullet01,"8 in. long nose pliers feature drop-forged heat-treated steel construction with induction-hardened cutting edge for durability, for bending and shaping wire and solid joint design for smooth tool operation, ergonomic molded anti-slip grip handles"
100103.0,Bullet02,"7 in. wire cutting pliers feature drop-forged heat-treated steel construction with induction-hardened cutting edge for durability, notched jaw tips for firm gripping and solid joint design for smooth tool operation, ergonomic molded anti-slip grip handles"
100103.0,Bullet03,7 in. diagonal wire cutting pliers feature drop-forged heat-treated steel construction with induction-hardened cutting edge for durability and ergonomic molded anti-slip grip handles
100103.0,Bullet04,7 in. diagonal wire cutting pliers also feature short jaws for easy cutting in tight areas and a solid joint design that provides smooth operation
100103.0,Electrical Product Type,Tool
100103.0,Electrical Tool Type,Tool Set
100103.0,Insulated,No
100103.0,MFG Brand Name,Commercial Electric
100103.0,Product Depth (in.),1.02
100103.0,Product Height (in.),11.1
100103.0,Product Width (in.),7.99
100104.0,Bullet01,"TYPICAL SILICONE SEALANT USES INCLUDE CAULKING AROUND: Windows, doors, siding, trim, flashing, molding (moulding), baseboards, vents, around wires/pipes, and other attic/basement applications"
100104.0,Bullet02,"ADHERES TO: Most wood, metal, vinyl siding, drywall/plaster, glass, and plastic"
100104.0,Bullet03,100% Waterproof
100104.0,Bullet04,"Never cracks, shrinks, breaks down, washes away"
100104.0,Bullet05,"Weatherproof - sun-proof, freeze-proof, flexible"
100104.0,Bullet06,Lifetime Guarantee
100104.0,Bullet07,"GE All Purpose Silicone I 100% silicone is compliant for incidental food contact under FDA 21 CFR177.2600 ""Rubber articles intended for repeated use."""
100104.0,Bullet08,"100% Silicone is 100% Waterproof. Caulk that keeps water out over time is a necessity in window, door, attic and basement applications. For a long-lasting seal 100% Silicone is recommended."
100104.0,Caulk Form,Standard Tube
100104.0,Caulk Type,Silicone
100104.0,Certifications and Listings,ASTM Compliant
100104.0,Color/Finish,Clear
100104.0,Coverage (linear ft.),50
100104.0,Cure time (hours),24
100104.0,Dry color family,Clear
100104.0,Dry to touch (min.),30
100104.0,Fire and high heat resistant,No
100104.0,Individual size (oz.),9.8
100104.0,Indoor/Outdoor,Outdoor
100104.0,Longevity (years),10
100104.0,MFG Brand Name,GE
100104.0,Moisture Resistant,Yes
100104.0,Mold and mildew resistant,Yes
100104.0,Paint Product Type,Caulk
100104.0,Paintable/Stainable,No
100104.0,Permanently flexible,Yes
100104.0,Professional Paint Supplies & Values,Pro Supplies
100104.0,Tintable,No
100105.0,Batteries Included,Yes
100105.0,Battery Amp Hours,1.5
100105.0,Battery Power Type,Lithium Ion
100105.0,Battery Size,18-volt
100105.0,Bullet01,Compact drill's 4-pole open frame motor delivers 535 in. lbs. of torque in a more compact size
100105.0,Bullet02,"Impact driver is equipped with high torque output which delivers 1,750 in. lbs. of torque"
100105.0,Bullet03,Grip light technology engages light by simply holding the tool
100105.0,Bullet04,Impact driver 1-handed quick-load bit holder makes bit changes quicker and easier with a snap load collet and simple ejecting bit release
100105.0,Bullet05,Removable belt hooks to keep tool in immediate reach
100105.0,Bullet06,Battery gauge to always know the charge
100105.0,Certifications and Listings,1-UL Listed
100105.0,Charger Included,Yes
100105.0,Color Family,Orange
100105.0,Cordless Tool Type,Combo Kit
100105.0,Cordless/Corded,Cordless
100105.0,MFG Brand Name,RIDGID
100105.0,Number of Batteries Included,2
100105.0,Number of Tools Included,2
100105.0,Power Tool Features,"Bag Included,Bits/Blades Included"
100105.0,Power Tool Product Type,Cordless
100105.0,Product Depth (in.),13.32
100105.0,Product Height (in.),9.29
100105.0,Product Weight (lb.),13.91
100105.0,Product Width (in.),8.346
100105.0,Reconditioned,No
100105.0,Tools Included,"Drill,Impact Driver"
100105.0,Tools Product Type,Power Tool
100105.0,Voltage (volts),18
100106.0,Amperage (amps),13
100106.0,Bag/maximum load capacity (bushels),84
100106.0,Bullet01,"Powerful 13 Amp motor with 8,000 rpm mulches up to 12 Gal. (46 L) of leaves per minute"
100106.0,Bullet02,Reduces yard waste up to 1/16th its original size
100106.0,Bullet03,Conveniently attaches to leaf-bag-lined trash container for easy disposal
100106.0,Bullet04,Adjustable control dial with settings for wet or dry yard waste
100106.0,Bullet05,Dust-reducing motor cooling system for cleaner air during operation
100106.0,Bullet06,Lightweight and compact for easy portability and storage
100106.0,Certifications and Listings,"CSA Listed,ETL Listed"
100106.0,Chipper blade material,Other
100106.0,Chipper capacity (in.),6.8
100106.0,Commercial,No
100106.0,Cord lock,No
100106.0,Engine torque (ft.-lb.),8500
100106.0,Feed capacity (in.),53
100106.0,Housing Material,Acrylonitrile Butadiene Styrene (ABS)
100106.0,Maximum extension cord length (ft.),50
100106.0,MFG Brand Name,Sun Joe
100106.0,Power Type,Electric
100106.0,Product Depth (in.),21.3
100106.0,Product Height (in.),49.2
100106.0,Product Weight (lb.),13.4
100106.0,Product Width (in.),21.3
100106.0,Reconditioned,No
100106.0,Required extension cord rating,16 gauge
100106.0,Self-Feeding,No
100106.0,Start Type,Electric
100106.0,Wheels,No
100107.0,Application Method,Sprayer
100107.0,Application Type,Spray Bottle
100107.0,Area of Use,"Driveway,Garden,Landscape Bed,Patio"
100107.0,Bullet01,Kills weeds and grass
100107.0,Bullet02,"1-gal. container provides up to 235 sq. ft. of coverage for weed-free vegetable gardens, flower beds, tree rings, mulched beds, driveways, walkways and patios"
100107.0,Bullet03,Sprayer included for easy application
100107.0,Bullet04,Rainproof in 10 minutes for grass and weed control that won't wash away
100107.0,Bullet05,Visible results in 6 hours for an appealing outdoor area
100107.0,Bullet06,"Effective in warm, sunny, cloudy and cool conditions for convenient application"
100107.0,Bullet07,Not for spot treating lawns
100107.0,Concentrated or Ready to Use,Ready to use
100107.0,Contact or systemic,Contact and Systemic
100107.0,Container Size (oz.),128
100107.0,Container type,Bottle
100107.0,Coverage area (sq. ft),235
100107.0,Equivalent ready to use amount,1 Ga;/
100107.0,Extended Control,No
100107.0,Fertilizer component,Yes
100107.0,Form,Liquid
100107.0,Indoor/Outdoor,Outdoor
100107.0,MFG Brand Name,Roundup
100107.0,Organic,No
100107.0,Pet and livestock friendly,No
100107.0,Post-emergent,Yes
100107.0,Pre-emergent,No
100107.0,Product Depth (in.),4.5
100107.0,Product Height (in.),12
100107.0,Product Width (in.),7.8
100107.0,Safe for Edibles,No
100107.0,Weed Type,"Air Potato Vine  (Dioscorea Bulbifera),Alfalfa,Annual Bluegrass,Annual Ryegrass,Bahia Grass,Beggarweed,Bermuda Grass,Black Clover,Blue Violet,Broadleaf Signal Grass,Buffalograss,Carpetgrass,Centipede Grass,Cheatgrass,Coast Dandelion,Common Chickweed,Dandelion,Dog Fennel,Dwarf Dandelion,English Ivy,False Dandelion,Greenbriar,Henbit,Indian Chickweed,Japanese Clover,Mallow,Pennywort,Poison Ivy,Poison Oak,Quackgrass,Red Henbit,Sedge,Tall Fescue,Wild Garlic,Wild Onion,Wild Violet,Zoysia Grass"
100108.0,Bowl Height (in.),17
100108.0,Bowl Shape,Elongated
100108.0,Bullet01,Durable vitreous china construction
100108.0,Bullet02,"High efficiency, low consumption operates in the range of 1.1 gpf to 1.6 gpf"
100108.0,Bullet03,17-1/4 in. rim height for accessible applications
100108.0,Bullet04,Fully glazed 2 inch trap-way
100108.0,Certifications and Listings,ADA Compliant
100108.0,Color Family,White
100108.0,Color/Finish,White
100108.0,Material,Vitreous China
100108.0,MFG Brand Name,American Standard
100108.0,Product Depth (in.),30.0625
100108.0,Product Height (in.),17
100108.0,Product Weight (lb.),53.4
100108.0,Product Width (in.),14.5
100108.0,Rough In Size,12
100108.0,Toilet Features,No Additional Features
100108.0,Toilet Included Components,No Addional Items Included
100110.0,Automatic line-advance system,No
100110.0,Bullet01,Universal brand fit
100110.0,Bullet02,10 in. bar and chain
100110.0,Bullet03,6 in. cutting capacity
100110.0,Bullet04,Angled cutting head for better cut control
100110.0,Bullet05,Includes extension shaft for extra reach up to 12 ft.
100110.0,Bullet06,Automatic oiler for easy operation
100110.0,Bullet07,No tools or adaptors required
100110.0,Bullet08,Chain specifications: 3/8s skip tooth-40 drive links - 0.050-Gauge
100110.0,Fits brands,"Ryobi, Toro, Weed Eater, Troy Bilt"
100110.0,MFG Brand Name,Ryobi
100110.0,Product Depth (in.),6.69
100110.0,Product Height (in.),38.19
100110.0,Product Width (in.),7.68
100110.0,Recommended line diameter (in.),0
100110.0,Reconditioned,No
100110.0,Shaft type,Straight
100110.0,Trimmer Attachment Type,String Trimmers
100110.0,Trimmer head type,Fixed
100110.0,UV Protected,No
100110.0,Weatherable,No
100111.0,Builders Hardware Product Type,Screen Accessory
100111.0,Bullet01,For window or patio door screens
100111.0,Bullet02,30 ft. of black vinyl spline (approx. 1/4 in. diameter)
100111.0,Bullet03,36 in. x 84 in. charcoal fiberglass screening
100111.0,Bullet04,Screen cloth and spline are inserted together into the spline groove of the frame by gentle pressure from rolling tool
100111.0,Bullet05,Includes rolling tool
100111.0,Color,Black
100111.0,Color Family,Blacks
100111.0,Hardware Finish Family,Black
100111.0,MFG Brand Name,Prime-Line
100111.0,Package quantity,1
100111.0,Product Depth (in.),1.875
