product_uid,name,value
106018.0,Bullet02,Galvalume finish is unpainted for a natural metal appearance and carries a 25-year material warranty for durability
106018.0,Bullet03,"Withstands severe weather conditions including high winds and fire, advantages that may lower insurance premiums"
106018.0,Bullet04,Environmentally responsible choice containing a minimum 30% recycled content and is 100% recyclable
106018.0,Bullet05,"Virtually maintenance free and resistant to mildew, rot and pests; occasional cleaning will maintain its appearance"
106018.0,Bullet10,"Product available to ship to local The Home Depot Store, not available for residential or jobsite delivery"
106018.0,Bullet11,For help with your project please refer to our Pre-Installation and Installation videos located next to product images above.
106018.0,Color Family,Aluminum
106018.0,Commercial / Residential,Commercial / Residential
106018.0,Coverage Area (sq. ft.),2.4
106018.0,Material,Steel
106018.0,MFG Brand Name,Metal Sales
106018.0,Product Depth (in.),42
106018.0,Product Height (in.),0.75
106018.0,Product Length (in.),42
106018.0,Product Weight (lb.),6.6
106018.0,Product Width (in.),36
106018.0,Profile,Metal Sheets
106018.0,Roofing Product Type,Panel
106035.0,Actual inside diameter (in.),1
106035.0,Actual outside diameter (in.),1.26
106035.0,Bullet01,Saves time - 60% time savings vs. steel pipe fitting
106035.0,Bullet02,Cleaner and easier to handle than black steel pipe
106035.0,Bullet03,Bends around corners eliminating need for additional joints and fittings
106035.0,Bullet04,Use coordinating HOME-FLEX CSST fittings
106035.0,Bullet05,Great for seismic areas - ridged pipe often leaks after even small tremors
106035.0,Bullet06,CSA and IAPMO certified
106035.0,Bullet07,"Installers should be certified to install HOME-FLEX CSST, to become certified visit homeflex.com"
106035.0,Certifications and Listings,"CSA Certified,CSA Listed"
106035.0,Coiled,Yes
106035.0,Material,Stainless Steel
106035.0,Maximum working pressure (psi),5
106035.0,Maximum Working Temperature (F),150
106035.0,MFG Brand Name,HOME-FLEX
106035.0,Minimum working temperature (F),-100
106035.0,Pipe & Tubing Product Type,Specialty
106035.0,Pipe or Fitting Product Type,Pipe & Tubing
106035.0,Pipe Size,"1"""
106035.0,Product Depth (in.),28
106035.0,Product Height (in.),5.75
106035.0,Product Length (ft.),75
106035.0,Product Weight (lb.),18
106035.0,Product Width (in.),28
106035.0,Rating,Liquid propane
106035.0,Recommended function,Gas Supply
106035.0,Wrapped,Yes
106096.0,Assembled Depth (in.),2.0 in
106096.0,Assembled Height (in.),6 in
106096.0,Assembled Width (in.),3 in
106096.0,Bullet01,Designed for installation in Simpson Strong-Tie connectors as well as wood-to-wood applications
106096.0,Bullet02,Double-barrier coating for exterior and treated-wood applications
106096.0,Bullet03,Identification stamped into the head with length
106096.0,Bullet04,Engineer trusted and contractor proven - you can trust the quality of Simpson Strong-Tie
106096.0,Bullet05,Includes 50 screws
106096.0,Coated,Y
106096.0,Drive Style,External Hex
106096.0,Driver bit included,No
106096.0,Fastener Callout Size,"1/4""x1 1/2"""
106096.0,Fastener Plating,Hot Galvanized
106096.0,Fastener Thread Type,Coarse
106096.0,Fastener Type,Wood Screw
106096.0,Fastener/Connector Material,Steel
106096.0,Finish,Hot-Dip Galvanized
106096.0,Finish Family,Metallic
106096.0,Head Style,Flange Hex
106096.0,Indoor/Outdoor,Indoor/Outdoor
106096.0,Measurement Standard,SAE
106096.0,MFG Brand Name,Simpson Strong-Tie
106096.0,Package Quantity,1
106096.0,Primary Use,Wood to Wood
106096.0,Product Weight (lb.),1
106096.0,Screw Length,1-1/2 in
106096.0,Self drilling,Yes
106096.0,Self tapping,Yes
106096.0,Size,1/4 in
106096.0,Tamper Resistant,No
106114.0,Bullet01,PVC requires a primer before cementing
106114.0,Bullet02,For above-ground DWV
106114.0,Bullet03,Adapts PVC pipe to standard male pipe threads using solvent
106114.0,Bullet04,Made in USA
106114.0,Bullet20,Note: product may vary by store
106114.0,Compatible Pipe Material,PVC
106114.0,Connection 1,Hub
106114.0,Connection 2,FIP
106114.0,Fitting 1 size,"4"""
106114.0,Fitting 2 size,"4"""
106114.0,Fitting or Connector Type,Adapter or Coupling
106114.0,Material,PVC
106114.0,Maximum working pressure (psi),5
106114.0,MFG Brand Name,NIBCO
106114.0,Pipe or Fitting Product Type,Fittings & Connectors
106114.0,Product Depth (in.),3.38
106114.0,Product Height (in.),5.06
106114.0,Product Length (in.),3.38 in
106114.0,Product Weight (lb.),0.756
106114.0,Product Width (in.),5.06
106114.0,Push to connect,No
106114.0,Type,Female
106114.0,Underground rated,No
106218.0,Air Treatment Product Type,Humidifier Accessory
106218.0,Bullet01,Improves efficiency of the humidifier
106218.0,Bullet02,Has extended filter life with help of the reinforced outer layer
106218.0,Bullet03,Traps mineral deposits from the water
106218.0,Bullet04,"Sunbeam humidifier replacement wick filter fits holms: HM729G, HM630 and HM7204 and Bionaire: BCM7205, BCM7306, BCM7207, BCM646 and BCM6010"
106218.0,Bullet05,"Sunbeam Humidifier Replacement Wick Filter works with Bionaire Humidifiers including item numbers BCM645, 646, 646BF, 6010RC, 6610RC, 7204, 7205, 7207, 7305, 7306 and 5520RC"
106218.0,Color Family,Whites
106218.0,MFG Brand Name,Sunbeam
106218.0,Product Depth (in.),5.75
106218.0,Product Height (in.),7.75
106218.0,Product Weight (lb.),.291
106218.0,Product Width (in.),7.88
106231.0,Amperage (amps),5
106231.0,Bullet01,"1-tap on/off to selected light level, two taps full bright, press and hold for 10 second fade to off"
106231.0,Bullet02,Delayed off provides light as you exit the room
106231.0,Bullet03,Rocker adjusts light to enhance ambiance and decor
106231.0,Bullet04,Lights fade up and down smoothly allowing your eyes to adjust
106231.0,Bullet05,Soft LED's show light level
106231.0,Bullet06,Includes Lutron Claro wall plates
106231.0,Bullet20,Note: product may vary by store
106231.0,Certifications and Listings,1-UL Listed
106231.0,Color Family,Multi
106231.0,Color Family,Beige
106231.0,Color/Finish,Light Almond
106231.0,Commercial / Residential,Residential
106231.0,Contact Type,Maintained
106231.0,Decorative,Yes
106231.0,Electrical Features,No Additional Features
106231.0,Electrical Product Type,Outlet
106231.0,Independent Living Type,Low Vision
106231.0,Kit,Yes
106231.0,Material,Various
106231.0,Maximum Amperage (amps),15
106231.0,MFG Brand Name,Lutron
106231.0,Motion Sensor Type,Other
106231.0,Product Depth (in.),1.5
106231.0,Product Height (in.),4.75
106231.0,Product Width (in.),3
106231.0,Pull Chain Switch Type,Single Circuit
106231.0,Specialty Switch Type,Pilot Light
106231.0,Style,Wired
106231.0,Switch Style,Adaptable
106231.0,Switch Type,Dimmer
106231.0,Switch Type,Specialty
106231.0,Terminal Type,Screw
106231.0,Timer Type,No Timer
106231.0,UL Listing,1-UL Listed
106231.0,Voltage (volts),120
106231.0,Wall Plate Included,Yes
106231.0,Wattage (watts),600
106231.0,Wireless Remote Included,No
106233.0,A/C Cooling Rate (BTU/hr),15000
106233.0,A/C Coverage Area (sq. ft.),800
106233.0,Air Conditioner Product Type,Window Unit
106233.0,Air direction/circulation,4-way
106233.0,Amperage (amps),12
106233.0,Assembled Depth (in.),26.84 in
106233.0,Assembled Height (in.),16.84 in
106233.0,Assembled Width (in.),26.00 in
106233.0,Automatic shutoff,No
106233.0,BTU Cooling Rating,15000 Btu/h
106233.0,Bullet01,Estimated cooling area 800 sq. ft.  (25 ft. x 32 ft.)
106233.0,Bullet02,"15,000 BTU Window Air Conditioner"
106233.0,Bullet03,"Easy installation kit included, get comfortable with the greatest of ease, this window unit comes with our easy to use installation kit so you can set up your air conditioner with ease"
106233.0,Bullet04,3-speeds cooling and fan: keep your cool under control; control the temperature of the room at your own pace with our two cooling and fan speeds
106233.0,Bullet05,"4-way air deflection: enjoy the cool air even more with our 4-way air direction, by adjusting the deflection, air is directed up, down, left or right to move the air where it is needed most"
106233.0,Bullet06,Digital electronic touch controls: control the temperature of your room with just a push of a button
106233.0,Bullet07,"24-hour On/Off Timer lets you create a cooling schedule without wasting electricity, an energy efficient programmable timer that can turn on your air conditioner before you arrive home or turn off after you leave"
106233.0,Bullet08,Remote control that is stylish and easy to use which allows you to cool down from across the room
106233.0,Bullet09,Washable and reusable air filter saves money on replacements
106233.0,Bullet10,"Automatically restarts after a power failure, there are storms, high winds and extreme heat that can lead to power outages, keep you covered with AutoRestart, which automatically turns the unit back on when power is restored"
106233.0,Bullet11,Removes up to 4.0 pints of moisture from the air in a hour to control humidity
106233.0,Bullet12,Product (WxHxD) 26 in. x 16.84 in. x 26.84 in.
106233.0,Bullet13,Voltage / 60 Hz: 115
106233.0,Bullet14,Fits Windows: 29 in. - 41 in. W x 18 in. H
106233.0,Certifications and Listings,1-UL Listed
106233.0,Color,White
106233.0,Color Family,White
106233.0,Controls,Digital
106233.0,Coverage Area (sq. ft.),800
106233.0,Decibel Rating,62 dBA
106233.0,Decibel Rating (Indoor),62 dBA
106233.0,Decibel Rating (Outdoor),67 dBA
106233.0,Energy Efficiency Ratio (EER),10.7
106233.0,ENERGY STAR Certified,No
106233.0,Filter light reminder,No
106233.0,Filter Type,Washable
106233.0,Heater included,No
106233.0,MFG Brand Name,LG Electronics
106233.0,Number of cool settings,3
106233.0,Number of Fan Speeds,3
106233.0,Product Depth (in.),26.84
106233.0,Product Height (in.),16.84
106233.0,Product Weight (lb.),108
106233.0,Product Width (in.),26
106233.0,Remote Control,Yes
106233.0,Sleep setting,No
106233.0,Timer,Yes
106233.0,Voltage (volts),115
106233.0,Window opening maximum width (in.),38
106233.0,Window opening minimum height (in.),17.38
106233.0,Window opening minimum width (in.),28.38
106235.0,Assembled Depth (in.),22.00 in
106235.0,Assembled Height (in.),8.86 in
106235.0,Assembled Width (in.),61.00 in
106235.0,Backsplash Height (in.),4
106235.0,Basin Color,white
106235.0,Basin Depth (in.),7
106235.0,Basin Length (in.),17.5
106235.0,Basin Material,Vitreous China
106235.0,Basin Width (in.),14.5
106235.0,Bullet01,Dimensions: 61 in. W x 22 in. D x 3/4 in. thick
106235.0,Bullet02,Mounts on a 60 in. W x 21 in. D (or similar dimensions) double vanity cabinet (sold separately)
106235.0,Bullet03,8 in. widespread faucets and drains not included
106235.0,Bullet04,Includes 2 white vitreous china under-mount sinks (attached)
106235.0,Bullet05,Classy beveled lip graces the front and sink edges
106235.0,Bullet06,Includes matching carrara marble 4 in. H backsplash (unattached)
106235.0,Bullet07,Basin dimensions: 17-1/2 in. x 14-1/2 in. x 7 in.
106235.0,Bullet08,Natural marble is resistant to blotching and water marks
106235.0,Bullet09,Installation performed in 3 easy steps
106235.0,Bullet10,Sink overflow outlet redirects water into drain
106235.0,Bullet11,Corresponding carrara marble sidesplash sold separately (item number 42108)
106235.0,Bullet12,Lifetime limited warranty
106235.0,Edge Thickness (cm.),1.9
106235.0,Faucet accommodations,Widespread
106235.0,MFG Brand Name,Pegasus
106235.0,Product Depth (in.),22
106235.0,Product Height (in.),0.78
106235.0,Product Weight (lb.),123.72
106235.0,Product Width (in.),61
106235.0,Sink Type,Undermount
106235.0,Top Color,Carrara
106235.0,Top Color Family,White
106235.0,Top Depth (in.),22
106235.0,Top Height (in.),0.78
106235.0,Top Material,Marble
106235.0,Top Width (in.),61
106235.0,Vanity Features,Predrilled
106235.0,Vanity Included Components,"Backsplash,Basin"
106235.0,Vanity Top Accommodations,Double center set basins
106235.0,Vanity Top Edge Type,Bevel
106235.0,Vanity Type,Double Sink
106245.0,Air Volume (CFM),100
106245.0,Bath Fan Features,Light
106245.0,Bulb(s) Included,No
106245.0,Bullet01,"100 CFM, 3.5 sones, UL listed, HVI-2100 certified"
106245.0,Bullet02,100-Watt incandescent light (bulb not included)
106245.0,Bullet03,White polymeric grille impervious to bathroom climate
106245.0,Bullet04,UL listed for use in a tub/shower stall enclosure when used with GFI branch circuit wiring
106245.0,Bullet05,4 in. duct
106245.0,Ceiling or Wall Installation,Ceiling
106245.0,Certifications and Listings,"1-UL Listed,HVI Certified"
106245.0,Color Family,White
106245.0,ENERGY STAR Certified,No
106245.0,Fan Sound Level (Sones),3.5
106245.0,Housing Material,Galvanized Steel
106245.0,Light,Yes
106245.0,Maximum Room Size (ft sq),90
106245.0,MFG Brand Name,NuTone
106245.0,Mounting Style,Recessed
106245.0,Number of Bulbs Required,1
106245.0,Product Depth (in.),7.625
106245.0,Product Height (in.),5.75
106245.0,Product Length (in.),11.375
106245.0,Product Weight (lb.),11.7
106245.0,Product Width (in.),10.5
106245.0,Recommended Bulb Type,Incandescent
106245.0,Wattage (watts),100
106557.0,Bullet01,"Covers up to 5,000 sq. ft."
106557.0,Bullet02,"For use on vinyl siding, hard coat stucco, brick, wood and aluminum siding"
106557.0,Bullet03,"Removes dirt, algae, mold, mildew and grease"
106557.0,Bullet04,Concentrate - makes up to 20 gal.
106557.0,Bullet05,For use in pressure wash machines
106557.0,Cleaning Features,Concentrated
106557.0,MFG Brand Name,ZEP
106557.0,Product Form,Liquid
106557.0,Product Size (oz.),128
106557.0,Professional/ Residential,"Professional,Residential"
106557.0,Stain Type,"Dirt,Grease,Mildew,Mold"
106557.0,Surface Type,"Metal,Stone,Vinyl,Wood"
106557.0,Where to Use,Outdoor
106716.0,Assembled Depth (in.),31 in
106716.0,Assembled Height (in.),27 in
106716.0,Assembled Width (in.),28 in
106716.0,Bullet01,Elastic hem cord with a toggle allows adjustment for a tight and custom fit
106716.0,Bullet02,Air vents reduce inside condensation and wind lofting
106716.0,Bullet03,Click-close straps snap over legs to secure cover on windiest days
106716.0,Bullet04,Padded handles for easy fitting and removal
106716.0,Bullet05,"Fits standard patio chairs with backrests up to 20 in. H, sized 28.5 in. L x 25.5 in. W x 26 in. H (not designed to entirely cover the leg bottoms)"
106716.0,Color Family,Brown
106716.0,Color/Pattern,Pebble/Bark/Earth
106716.0,Cover Type,Chair
106716.0,Material,Polyester
106716.0,MFG Brand Name,Classic Accessories
106716.0,Outdoor Living Product Type,Patio Furniture Cover
106716.0,Patio Furniture Features,No additional features
106716.0,Product Weight (lb.),2.4
106944.0,Bullet01,"Made with only 100% sustainable, plant-based ingredients"
106944.0,Bullet02,"Non-toxic formula does not contain dyes or synthetic perfumes, neutral pH, grey water and septic safe"
106944.0,Bullet03,Lemon scent
106944.0,Bullet04,17 oz. squeeze bottle
106944.0,Cleaning Features,"Child Safe,Eco-Friendly,Eliminates Odor,Non-Toxic,Pet Safe"
106944.0,MFG Brand Name,Earth Friendly Products
106944.0,Product Form,Liquid
106944.0,Product Size (oz.),17
106944.0,Professional/ Residential,"Professional,Residential"
106944.0,Scent,Lemon
106944.0,Stain Type,"Dirt,Dust,Food,Grease,Ink/ Markers,Pet,Scuff Marks,Soap (Calcium/ Lime),Water Spots"
106944.0,Surface Type,"Specialty,Tile"
106944.0,Where to Use,"Bathroom,Kitchen,Specialty"
107135.0,Bullet01,30 in. x 80-1/2 in.
107135.0,Bullet02,1-3/8 in. Flush stile and rail
107135.0,Bullet03,Clear stiles and rails-no finger joints
107135.0,Bullet04,Ready for painting or staining or available in prefinished white
107135.0,Bullet05,Heavy duty hardware and detailed instructions included
107135.0,Bullet06,Tempered safety glass
107135.0,Bullet07,Glass piece is filmed in plastic for ease in finishing
107135.0,Color Family,Unfinished Wood
107135.0,Color/Finish,"Natural, Unfinished"
107135.0,Core Type,Solid
107135.0,Door Color Family,Light Brown Wood
107135.0,Door Handing,Universal/Reversible
107135.0,Door Size (WxH) in.,30 x 80
107135.0,Door Thickness (in.),1.375 in
107135.0,Door Type,Bi-Fold
107135.0,Features,No Additional Features
107135.0,Finish Type,Unfinished
107135.0,Glass Style,Clear
107135.0,Glass Type,Full Lite
107135.0,Included,Hardware
107135.0,Material,Wood
107135.0,MFG Brand Name,Pinecroft
107135.0,Product Weight (lb.),40
107202.0,Actual Color Temperature (K),5000
107202.0,Average Life (hours),50000
107202.0,Bulb Diameter (In.),1
107202.0,Bulb Shape,Linear
107202.0,Bulb Type,Specialty
107202.0,Bullet01,Brightness: 1700 Lumens
107202.0,Bullet02,"Estimated yearly energy cost: $1.93 (based on 3 hours per day, 11 Cents/kWh, costs depend on rates and use)"
107202.0,Bullet03,Life: over 46 years (based on 3 hours/day)
107202.0,Bullet04,Light appearance: 5000K (daylight)
107202.0,Bullet05,Energy used: 16-Watt (replaces 28-Watt - 40-Watt T8 and T12 fluorescent lamps)
107202.0,Bullet06,Lumens per watt: 106
107202.0,Bullet07,Uses 50% less energy compared to standard fluorescent lamps
107202.0,Bullet08,"Ideal for recessed troffers, wrap fixtures, under cabinet fixtures, sealed fixtures, deep cell troffers and strip/shop fixtures"
107202.0,Bullet09,Shatterproof design incorporates a diffused lens and contains no glass
107202.0,Bullet10,Contains mercury: no
107202.0,Bullet11,Voltage: 120-277 VAC
107202.0,Color Rendering Index,83
107202.0,ENERGY STAR Certified,No
107202.0,Indoor/Outdoor,Indoor
107202.0,Light Bulb Base Code,Bi-Pin
107202.0,Light Bulb Base Type,Bi-Pin
107202.0,Light Bulb Features,"Energy Saving,Shatter Resistant"
107202.0,Light Bulb Shape Code,T8
107202.0,Light Color,Daylight
107202.0,Light Output (lumens),1700
107202.0,Lighting Technology,LED
107202.0,MFG Brand Name,TOGGLED
107202.0,Number in Package,1
107202.0,Product Depth (in.),48
107202.0,Product Height (in.),1
107202.0,Product Width (in.),1
107202.0,Specialty Bulb Type,Commercial Non-Specific
107202.0,Watt Equivalence,40
107202.0,Wattage (watts),16
107206.0,Amperage (amps),1.25
107206.0,Bullet01,Coordinating Claro wall plate and accessories sold separately
107206.0,Bullet02,"Multi-location, single pole or 3-way"
107206.0,Bullet03,"Up to 600-Watt of incandescent or halogen, 150-Watt of dimmable CFL or dimmable LED"
107206.0,Bullet04,Works with mixed loads of bulbs
107206.0,Bullet05,Automatically turn lights on and off based on room occupancy
107206.0,Bullet06,"Uses advanced XCT sensing technology, offering the most reliable on/off performance up to 30 ft."
107206.0,Bullet07,"Senses daylight, so lights don’t turn on inadvertently (optional)"
107206.0,Bullet08,"Can be switched to vacancy mode (manual-on, auto off)"
107206.0,Bullet09,"Programmable time-out of lights - 1, 5, 15 or 30 minutes"
107206.0,Bullet10,Programmable fade times for lights turning on and off - allows lights to come on and/or turn off gradually
107206.0,Bullet11,Easily program the preset to automatically turn on the lights to your favorite level
107206.0,Bullet12,Coordinating Claro wall plates and accessories sold separately
107206.0,Certifications and Listings,1-UL Listed
107206.0,Color Family,White
107206.0,Color Family,Multi
107206.0,Color/Finish,White
107206.0,Electrical Features,"LED/CFL Compatible,On Indicator Light,Programmable"
107206.0,Electrical Product Type,Motion Sensor
107206.0,Field of View,180 Degrees
107206.0,MFG Brand Name,Lutron
107206.0,Motion Sensor Type,Occupancy
107206.0,Product Depth (in.),1.75
107206.0,Product Height (in.),4.2
107206.0,Product Width (in.),2.2
107206.0,Range (ft.),30
107206.0,Voltage (volts),120
107206.0,Wattage (watts),150
107625.0,Builders Hardware Product Type,Door Springs
107625.0,Bullet01,Includes safety cable
107625.0,Bullet02,Orange colored
107625.0,Bullet03,25 in.  long 50 lbs
107625.0,Bullet04,"Rated at 10,000 cycles"
107625.0,Hardware Finish Family,Orange
107625.0,Material,Steel
107625.0,MFG Brand Name,Prime-Line
107625.0,Product Depth (in.),1.25
107625.0,Product Height (in.),27.5
107625.0,Product Width (in.),1.25
107683.0,Adjustable Valve,No
107683.0,Amperage (amps),0.54
107683.0,Bullet01,ECO-SAV generates more power with less energy consumption
107683.0,Bullet02,Internal recirculation prevents overheating and ejects obstructing debris
107683.0,Bullet03,"Remarkable impeller technology provides combined rotors, improved shaft materials and corrosion resistant bearings"
107683.0,Bullet04,"Pond models include 20 ft. cord, foam pre-filter and nozzles for spray attachments"
107683.0,Bullet05,High quality corrosion resistant ceramic bearings help ensure quiet operation and longer life
107683.0,Bullet06,Innovative cooling chambers provide air cooling during dry use and water cooling in wet applications
107683.0,Certifications and Listings,"1-UL Listed,CSA Listed"
107683.0,Commercial/Residential Use,Commercial
107683.0,Horsepower (hp),.074 hp
107683.0,Indoor/Outdoor,Indoor/Outdoor
107683.0,Maximum Capacity (gallons),1229
107683.0,Maximum Flow (gallons per hour),819
107683.0,MFG Brand Name,Unbranded
107683.0,Product Depth (in.),30
107683.0,Product Height (in.),4.33
107683.0,Product Weight (lb.),54
107683.0,Product Width (in.),4.02
107683.0,Required Tubing Diameter (in.),1
107683.0,Voltage (volts),115
107754.0,Bulb Type,Incandescent
107754.0,Bullet01,1/2 HP comparable DC motor for easy lifting of heavy doors up to 500 lbs. works with 7 ft. tall sectional doors and one-piece doors
107754.0,Bullet02,DC motor more powerful and reliable than AC motors
107754.0,Bullet03,Opening and closing speed smooth and powerful at up to 7 in. per second
107754.0,Bullet04,"Belt drive system opens garage doors smoothly and quietly, perfect for garages adjacent to living spaces"
107754.0,Bullet05,Steel reinforced belt drive for long life and quiet operation
107754.0,Bullet06,Accessories included: two wireless 3-button remotes and multi-function wall console
107754.0,Bullet07,Two 60-Watt light bulbs (not included) brighten garage
107754.0,Bullet08,"Intellicode technology changes the access code on each operation to prevent unauthorized entry for safety, security"
107754.0,Bullet09,"SmartSet push button programming, detailed, illustration instructions included"
107754.0,Bullet10,315 MHz and 390 MHz dual-frequency to prevent frequency interference
107754.0,Bullet11,Safe-T-Beam system auto-reverses garage door if LED infrared beam is interrupted
107754.0,Bullet12,"Detailed, illustration programming and installation instructions included"
107754.0,Doors Operated by Remote,1
107754.0,Drive System,Belt
107754.0,Garage Features,Illuminated Wall Control
107754.0,Horsepower (hp),1/2 hp
107754.0,Lights,Yes
107754.0,Manual Release Handle,Yes
107754.0,MFG Brand Name,Genie
107754.0,Motion-Activated Light,No
107754.0,Opener Type,Belt Drive
107754.0,Product Depth (in.),96
107754.0,Product Height (in.),9
107754.0,Product Weight (lb.),35
107754.0,Product Width (in.),13
107754.0,Rail Length (ft.),10.3 ft
107754.0,Remote Controls Included,2
107754.0,Remote light control for home,No
107754.0,Safety sensor,Yes
107754.0,Wattage (watts),120
107754.0,Wireless keypad,No
107822.0,Bullet01,TruLine Platinum Putt is manufactured in 15 ft. wide rolls and can be cut to your custom length up to 100 linear feet
107822.0,Bullet02,TruLine Platinum Putt has a rubber action backing for easy installation and cutting
107822.0,Bullet03,This is a tufted product made in the USA
107822.0,Bullet04,"TruLine Platinum Putt contains no lead or heavy metals, and is safe for children and pets"
107822.0,Bullet05,"TruLine Platinum Putt is double tip sheared for a smooth putt or roll depending on the sport you are playing, perfect for golf, croquet, or bocce"
107822.0,Bullet06,"There is no additional fee to cut the length of turf to fit your project, fibers are nylon and are double tip sheared for a true roll"
107822.0,Bullet08,This is a Custom Order - orders are sold in increments of 1 ft.  To order: place order and set order quantity to the desired length (ft.) of your turf.  EXAMPLE: if your order is for 10 ft. you will need to add a quantity of 10 to your order and you will recieve turf that is 10 ft. in length x stated width.
107822.0,Bullet18,Custom length products are not returnable
107822.0,Flooring Product Type,Artificial Turf
107822.0,Indoor/Outdoor,Indoor/Outdoor
107822.0,MFG Brand Name,Turf Evolutions
107822.0,Product Width (in.),180
107842.0,Allowable Ampacities,55
107842.0,Bullet01,75 ft.
107842.0,Bullet02,6-Gauge
107842.0,Bullet03,600-Volt
107842.0,Bullet04,3 conductors with ground
107842.0,Bullet05,Indoor residential electrical wire
107842.0,Bullet06,Jacket color - black
107842.0,Bullet07,UL listed
107842.0,Cable/Wire Type,NM-B
107842.0,Certifications and Listings,1-UL Listed
107842.0,Commercial / Residential,Residential
107842.0,Conductor Gauge,6
107842.0,Conductor Material,Copper
107842.0,Direct Burial,No
107842.0,Electrical Product Type,Indoor Residential Electrical Wire
107842.0,Flame Retardant,No
107842.0,Grounded,Yes
107842.0,Indoor/Outdoor,Indoor
107842.0,Jacketed,Yes
107842.0,MFG Brand Name,Cerrowire
107842.0,Number of Conductors,3
107842.0,Outer Color,Black
107842.0,Product Depth (in.),14
107842.0,Product Height (in.),5.25
107842.0,Product Length (ft.),75 ft
107842.0,Product Width (in.),14
107842.0,Shielded,No
107842.0,Stranded or Solid,Stranded
107842.0,Sunlight / UV Resistant,No
107842.0,Voltage (volts),600
107842.0,Wet Location Use,No
107842.0,Wire Cut Type,Pre-Cut Length
107842.0,Wire/Cable Length (ft.),75
107892.0,Assembled Depth (in.),10.75 in
107892.0,Assembled Height (in.),11 in
107892.0,Assembled Width (in.),17 in
107892.0,Auger Type,Other
107892.0,Bullet01,"Stay clean - cable is contained inside guide hose, which eliminates messes and provides protection from the rotating cable"
107892.0,Bullet02,Get immediate results - The MAXCORE cable provides strength and for tough blockages
107892.0,Bullet03,"All-in-one - the only too you need to clear sink, tub and shower drains"
107892.0,Bullet04,AutoFeed - 2-way AutoFeed will power the cable through tough blockages much faster and easier than by hand
107892.0,Bullet05,MaxCore 50 cable - 1/4 in. x 30 ft. core cable provides 50% more cleaning power
107892.0,Bullet06,"Lifetime warranty - designed to be lightweight and compact, yet strong and durable"
107892.0,Bullet07,"Motor is rated at 115-Volt, single phase, AC 1.1 Amp, 60 Hz, 450 RPM"
107892.0,Cable diameter (in.),0.25
107892.0,Cable length (ft.),30
107892.0,Maximum pipe size cleared (in.),1.5
107892.0,MFG Brand Name,RIDGID
107892.0,Minimum pipe size cleared (in.),0.75
107892.0,Power Source,Electric
107892.0,Powered cable feed,Yes
107892.0,Winding drum,Yes
107906.0,Bullet01,Attaches in minutes - no tools are needed
107906.0,Bullet02,"Small, lightweight and easy to store"
107906.0,Bullet03,Glides smoothly on skids - helps eliminate scratching surfaces
107906.0,Bullet04,Can be used with one hand - no lifting is needed
107906.0,MFG Brand Name,AirJet
107906.0,Product Depth (in.),7
107906.0,Product Height (in.),27
107906.0,Product Width (in.),19
108086.0,Brand/Model Compatibility,Home Decorators Collection
108086.0,Bullet01,Replacement piece is very easy to install
108086.0,Bullet02,Durable and long lasting
108086.0,Bullet03,All hardware included
108086.0,Bullet04,Limited lifetime warranty
108086.0,Decor Product Type,Window Treatment
108086.0,Included,No Additional Items Included
108086.0,MFG Brand Name,Home Decorators Collection
108086.0,Part/Accessory Type,Replacement Part
108086.0,Product Depth (in.),2.5
108086.0,Product Height (in.),0.47
108086.0,Product Length (in.),32.3
108086.0,Product Style,Neutral Shades
108086.0,Product Weight (lb.),0.11
108086.0,Product Width (in.),4
108086.0,Window Treatment Product Type,Part/Accessory
108271.0,Builders Hardware Product Type,Guides
108271.0,Bullet01,Easily moves many appliances and other heavy objects
108271.0,Bullet02,Steel construction with an aluminum finish
108271.0,Bullet03,Non-slip pads help keep appliances from slipping off when moving
108271.0,Bullet04,Extends from 18-1/4 in. to 28 in.
108271.0,Bullet05,"2,000 lb. load capacity"
108271.0,Bullet06,Not recommended for use on cushioned vinyl floors
108271.0,Color,Aluminum
108271.0,Color Family,Grays
108271.0,Load capacity (lb.),2000
108271.0,Maximum expandable length (in.),28
108271.0,MFG Brand Name,Shepherd
108271.0,Minimum expandable length (in.),18.25
108271.0,Package quantity,1
108271.0,Product Depth (in.),18.25
108271.0,Product Height (in.),1.375
108271.0,Product Width (in.),3.25 in
108467.0,Antivibration,No
108467.0,Assembled Depth (in.),3.35 in
108467.0,Assembled Height (in.),4.33 in
108467.0,Assembled Width (in.),14.17 in
108467.0,Assembly Required,Yes
108467.0,Attachment capable,Yes
108467.0,Batteries Included,Yes
108467.0,Battery Type Required,Lithium-Ion
108467.0,Blade gap (in.),.5
108467.0,Blade Length (in.),5
108467.0,Blade width (in.),3
108467.0,Bullet01,Assembled dimension: 14.17 in. W x 3.35 in. D x 4.33 in. H
108467.0,Bullet02,Safety switch
108467.0,Bullet03,Ergonomic handle
108467.0,Bullet04,5 in. grass shrubber blade
108467.0,Bullet05,3.31 in. grass shear blade
108467.0,Bullet06,Battery charging indicator light
108467.0,Bullet07,Includes battery charger
108467.0,Bullet08,ETL approved
108467.0,Bullet09,Full 2-year warranty
108467.0,Bullet11,Instant start
108467.0,Certifications and Listings,ETL Listed
108467.0,Charger Included,Yes
108467.0,Commercial,No
108467.0,Cut strokes per minute,3500
108467.0,Extra Battery Included,No
